0.0, 0.0,
0.2, 0.2,
0.4, 0.4,
0.6000000000000001, 0.6000000000000001,
0.8, 0.8,
1.0, 1.0,
1.2000000000000002, 1.2000000000000002,
1.4000000000000001, 1.4000000000000001,
1.6, 1.6,
1.8, 1.8,
2.0, 2.0,
2.2, 2.2,
2.4000000000000004, 2.4000000000000004,
2.6, 2.6,
2.8000000000000003, 2.8000000000000003,
3.0, 3.0,
3.2, 3.2,
3.4000000000000004, 3.4000000000000004,
3.6, 3.6,
3.8000000000000003, 3.8000000000000003,
4.0, 4.0,
4.2, 4.2,
4.4, 4.4,
4.6000000000000005, 4.6000000000000005,
4.800000000000001, 4.800000000000001,
5.0, 5.0,
5.2, 5.2,
5.4, 5.4,
5.6000000000000005, 5.6000000000000005,
5.800000000000001, 5.800000000000001,
6.0, 6.0,
6.2, 6.2,
6.4, 6.4,
6.6000000000000005, 6.6000000000000005,
6.800000000000001, 6.800000000000001,
7.0, 7.0,
7.2, 7.2,
7.4, 7.4,
7.6000000000000005, 7.6000000000000005,
7.800000000000001, 7.800000000000001,
8.0, 8.0,
8.200000000000001, 8.200000000000001,
8.4, 8.4,
8.6, 8.6,
8.8, 8.8,
9.0, 9.0,
9.200000000000001, 9.200000000000001,
9.4, 9.4,
9.600000000000001, 9.600000000000001,
9.8, 9.8,
10.0, 10.0,
10.200000000000001, 10.200000000000001,
10.4, 10.4,
10.600000000000001, 10.600000000000001,
10.8, 10.8,
11.0, 11.0,
11.200000000000001, 11.200000000000001,
11.4, 11.4,
11.600000000000001, 11.600000000000001,
11.8, 11.8,
12.0, 12.0,
12.200000000000001, 12.200000000000001,
12.4, 12.4,
12.600000000000001, 12.600000000000001,
12.8, 12.8,
13.0, 13.0,
13.200000000000001, 13.200000000000001,
13.4, 13.4,
13.600000000000001, 13.600000000000001,
13.8, 13.8,
14.0, 14.0,
14.200000000000001, 14.200000000000001,
14.4, 14.4,
14.600000000000001, 14.600000000000001,
14.8, 14.8,
15.0, 15.0,
15.200000000000001, 15.200000000000001,
15.4, 15.4,
15.600000000000001, 15.600000000000001,
15.8, 15.8,
16.0, 16.0,
16.2, 16.2,
16.400000000000002, 16.400000000000002,
16.6, 16.6,
16.8, 16.8,
17.0, 17.0,
17.2, 17.2,
17.400000000000002, 17.400000000000002,
17.6, 17.6,
17.8, 17.8,
18.0, 18.0,
18.2, 18.2,
18.400000000000002, 18.400000000000002,
18.6, 18.6,
18.8, 18.8,
19.0, 19.0,
19.200000000000003, 19.200000000000003,
19.400000000000002, 19.400000000000002,
19.6, 19.6,
19.8, 19.8,
